is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1,1,4.97,21,0,15.5,3.6,0,0
1,1,1.0,15,1,240.5,105.0,0,1
1,0,0.96,21,0,37.1,5.0,0,1
1,1,4.97,26,0,82.1,4.2,0,0
0,0,0.58,19,4,6.5,0.4,0,1
1,0,2.2,21,0,0.0,0.0,0,1
0,0,2.27,24,0,53.1,3.4,0,1
1,0,4.97,9,0,47.5,3.5,0,0
1,1,4.97,21,0,26.3,4.6,0,0
1,0,1.95,24,0,52.4,4.4,0,1
1,0,0.95,24,4,6.3,0.8,0,1
1,0,4.97,33,0,51.6,2.4,0,0
1,1,4.97,21,0,84.6,4.8,0,0
1,1,4.97,25,0,0.8,0.2,0,0
0,0,0.37,17,0,11.5,0.9,0,1
1,0,1.18,0,0,25.2,2.2,0,1
1,0,4.97,21,1,54.6,3.9,0,0
1,0,4.97,12,0,31.3,3.4,0,0
0,0,0.24,17,0,10.6,1.7,0,1
1,1,4.76,2,0,0.0,0.0,0,1
1,1,5.77,39,0,21.8,2.0,0,1
1,1,4.97,16,0,26.3,2.7,0,0
0,0,2.19,0,0,0.7,0.1,0,1
0,0,1.74,38,1,41.3,3.0,0,1
1,1,0.97,36,2,2.2,0.1,0,1
1,1,4.97,23,0,207.9,10.8,0,0
1,1,1.0,16,0,0.0,0.0,0,1
1,1,1.99,24,1,7.4,1.2,0,1
1,0,1.57,19,0,0.0,0.0,0,1
0,0,1.18,0,0,1.8,0.2,6,1
1,0,4.97,13,0,206.8,17.9,0,0
1,0,0.02,6,0,0.0,0.0,0,1
1,0,1.92,24,0,13.8,2.5,0,1
0,0,4.97,25,0,87.2,6.4,0,0
0,0,2.61,18,0,15.2,1.0,0,1
1,0,1.67,39,0,8.9,0.5,0,1
0,0,0.07,11,0,0.0,0.0,0,1
0,0,1.44,35,0,15.5,1.3,0,1
1,0,1.14,26,0,14.4,0.8,0,1
1,0,0.57,18,0,7.6,0.4,0,1
1,0,4.97,12,0,19.5,8.4,0,0
0,0,2.19,28,0,12.3,1.9,0,1
0,0,0.5,0,0,12.9,0.8,0,1
0,0,1.9,24,0,11.1,0.7,0,1
1,0,4.96,13,0,42.8,4.4,0,0
0,0,0.65,31,0,1.5,0.3,0,1
1,1,4.96,21,3,23.0,1.2,0,0
1,1,0.59,0,0,0.0,0.0,0,1
1,1,0.26,18,0,8.9,1.8,0,1
1,0,0.43,19,0,1.9,0.1,0,1
1,0,4.96,20,0,23.3,2.8,0,0
0,0,2.57,24,0,36.2,2.2,0,1
1,1,4.96,163,1,460.1,15.1,0,0
0,0,1.76,11,0,17.6,0.7,7,1
0,0,1.16,35,1,43.0,40.2,0,1
0,0,1.73,38,0,31.2,4.3,0,1
1,1,1.0,24,0,3.1,0.3,0,1
0,0,3.13,32,0,5.9,0.4,0,1
1,0,4.96,24,0,64.2,4.9,0,0
0,0,0.14,13,0,2.6,0.6,0,1
0,0,0.21,14,0,11.3,1.3,0,1
1,1,4.96,16,0,127.2,8.0,0,0
1,0,1.6,24,0,14.4,0.9,0,1
1,0,0.81,18,0,1.7,0.1,0,1
1,1,0.05,6,0,0.0,0.0,0,1
1,1,4.96,24,0,60.0,2.5,0,0
1,0,1.52,20,0,8.1,0.4,0,1
1,1,4.96,10,0,3.7,0.6,0,0
1,0,4.96,20,0,94.0,11.0,0,0
1,1,4.96,21,1,64.9,4.1,0,0
0,0,1.28,34,0,34.3,1.2,0,1
1,0,3.34,19,0,111.7,23.4,0,1
0,0,0.68,34,0,24.5,2.4,0,1
0,0,0.71,63,0,95.0,20.0,0,1
1,1,4.96,10,0,34.7,2.0,0,0
0,0,5.69,138,1,376.0,23.4,0,1
1,0,2.19,25,0,3.3,0.2,0,1
1,1,4.96,38,0,255.5,40.0,0,0
1,0,0.69,0,0,6.6,0.9,0,1
1,0,2.44,7,0,3.1,0.2,0,1
0,0,1.06,22,0,5.6,0.8,0,1
1,0,0.82,23,0,29.6,2.7,0,1
1,1,5.25,39,0,14.7,3.7,0,1
0,0,0.39,22,0,37.0,2.3,0,1
1,1,4.96,24,1,133.6,19.3,0,0
1,0,4.16,32,0,69.9,4.0,0,1
0,0,0.33,0,2,2.3,0.2,4,1
1,0,2.75,30,1,61.2,3.4,0,1
1,0,5.28,21,0,21.5,1.2,0,1
1,0,1.33,32,0,11.3,0.4,2,1
0,0,0.91,19,0,17.6,2.0,0,1
1,1,2.46,25,2,11.6,0.6,0,1
0,0,3.1,16,0,25.4,1.0,0,1
0,0,0.01,2,0,0.0,0.0,0,1
0,0,0.14,24,0,1.5,0.2,0,1
0,0,0.87,21,0,20.9,3.4,0,1
1,0,1.87,12,0,0.2,0.0,0,1
1,0,1.99,24,0,5.6,0.8,0,1
1,0,4.95,25,0,14.8,0.9,0,0
1,0,3.55,21,0,93.6,3.9,0,1
0,0,0.14,22,0,23.7,2.8,0,1
0,0,4.95,12,0,2.0,0.3,3,0
0,0,1.75,20,0,9.3,0.7,4,1
1,1,4.95,21,0,74.1,4.6,0,0
0,0,1.12,21,0,15.6,1.2,0,1
0,0,1.5,24,0,12.4,0.7,0,1
0,0,4.95,24,1,11.8,0.9,0,0
1,0,1.08,23,0,3.8,0.2,0,1
1,1,4.95,15,0,68.3,6.5,0,0
0,0,0.43,17,0,19.9,1.1,0,1
1,0,1.87,16,0,32.9,4.9,0,1
1,1,4.95,25,0,25.3,1.3,0,0
1,1,4.95,15,0,14.7,0.6,0,0
1,0,4.95,24,0,42.2,1.7,0,0
0,0,2.18,32,0,10.8,3.2,0,1
1,0,1.33,17,0,21.7,0.8,0,1
0,0,1.3,17,0,11.9,0.4,0,1
1,0,4.95,33,0,87.0,6.7,0,0
1,0,3.1,16,0,56.9,2.0,0,1
1,1,4.95,20,0,190.9,9.5,0,0
1,1,4.95,24,1,71.5,3.9,0,0
0,0,1.56,38,0,13.5,2.5,0,1
0,0,3.06,15,0,109.7,5.5,0,1
1,1,4.95,25,0,1.0,1.3,0,0
0,0,0.29,48,0,36.7,4.8,0,1
1,1,4.95,17,0,70.7,5.5,1,0
0,0,0.29,20,0,13.5,0.5,0,1
1,1,1.98,24,1,33.3,2.1,0,1
0,0,0.02,3,0,0.0,0.0,0,1
1,0,2.07,21,0,22.4,0.8,0,1
1,0,3.03,21,0,9.4,0.6,0,1
0,0,2.18,14,0,33.5,1.3,0,1
1,0,0.63,18,0,6.1,0.7,0,1
1,1,4.95,21,0,45.0,3.5,0,0
1,0,3.72,18,0,16.2,0.9,0,1
1,0,4.95,12,0,80.4,2.8,0,0
1,0,4.71,24,0,27.6,1.4,0,1
1,1,4.95,19,1,63.6,5.1,0,0
1,0,1.48,18,0,13.3,1.0,0,1
1,0,3.08,26,1,25.4,0.9,0,1
0,0,0.92,24,0,14.4,0.8,0,1
1,1,0.55,28,0,6.0,0.4,0,1
1,0,2.67,24,0,23.0,2.2,0,1
1,0,0.71,22,2,13.9,1.0,0,1
0,0,0.92,20,0,4.9,0.4,0,1
1,0,4.95,19,0,80.6,9.1,0,0
1,0,0.15,0,0,6.5,0.5,1,1
1,0,4.07,17,0,53.1,3.9,0,1
0,0,2.74,24,0,86.0,13.7,0,1
0,0,0.66,0,1,45.1,2.9,6,1
1,1,0.73,18,0,9.0,0.8,0,1
0,0,2.16,27,0,7.1,1.1,0,1
1,0,4.95,22,0,22.8,2.4,0,0
0,0,0.96,22,0,13.6,2.6,0,1
1,0,3.3,40,0,94.9,11.8,0,1
1,0,1.94,10,0,9.5,1.0,1,1
1,0,0.98,23,0,5.8,0.4,0,1
1,0,4.95,66,0,38.0,3.1,0,0
0,0,1.2,108,0,279.8,147.7,0,1
1,0,0.1,0,0,0.1,0.0,0,1
1,0,4.14,20,0,89.3,7.9,0,1
1,1,0.6,21,0,1.4,0.2,0,1
1,0,2.93,26,0,15.8,0.5,0,1
1,1,4.95,24,0,118.0,16.4,0,0
1,1,0.89,0,0,7.6,0.2,0,1
1,0,2.36,20,3,27.2,2.3,0,1
1,1,4.95,12,0,9.2,0.7,0,0
1,0,4.95,24,0,26.0,2.0,0,0
1,0,0.75,19,0,0.0,0.0,0,1
1,0,4.95,20,0,27.7,2.1,0,0
1,0,0.6,0,0,10.6,1.1,0,1
0,0,0.36,0,0,0.0,0.0,0,1
1,1,4.95,29,0,26.3,1.2,0,0
1,0,0.36,16,1,14.6,55.8,0,1
1,0,0.01,2,0,0.0,0.0,0,1
1,1,5.51,24,0,213.8,9.5,0,1
0,0,2.05,22,0,4.3,0.3,0,1
1,1,4.68,19,1,14.4,0.4,0,1
1,0,1.18,19,0,0.0,0.0,0,1
0,0,0.53,15,0,5.3,0.5,4,1
1,0,4.95,28,0,34.8,1.4,0,0
0,0,2.39,26,1,33.6,1.5,0,1
1,0,3.29,32,0,73.9,6.0,0,1
1,0,2.15,25,3,15.9,0.8,0,1
0,0,0.92,20,2,3.9,0.4,0,1
1,0,3.5,42,0,50.3,3.4,0,1
1,0,0.98,22,0,7.2,1.6,0,1
1,0,1.37,18,0,8.7,0.5,0,1
0,0,4.59,81,0,40.5,1.7,0,1
1,1,4.94,22,0,322.1,30.6,0,0
1,1,4.94,15,0,26.3,1.9,0,0
1,0,3.84,19,0,59.4,3.4,0,1
1,0,4.94,20,0,3.5,0.3,0,0
1,0,1.4,18,0,10.9,0.7,0,1
1,0,2.87,14,0,0.0,0.0,0,1
0,0,0.09,11,0,0.0,0.0,0,1
1,0,4.94,19,0,66.8,4.9,0,0
1,0,3.36,19,1,81.0,8.2,0,1
1,1,4.94,15,1,18.4,4.6,0,0
1,1,4.94,21,0,26.5,4.3,0,0
0,0,1.98,40,0,40.1,3.6,0,1
1,0,1.29,0,0,0.0,0.0,0,1
1,0,1.99,40,0,35.4,2.0,0,1
1,0,1.1,0,0,3.1,0.2,0,1
1,0,1.12,22,0,6.6,0.9,0,1
1,0,2.07,19,0,5.1,0.2,0,1
1,0,2.16,16,0,12.4,1.1,0,1
1,0,0.81,23,0,8.1,0.4,0,1
0,0,0.91,21,0,3.3,0.5,0,1
0,0,0.48,23,0,44.6,2.1,0,1
1,0,4.49,22,0,29.6,3.6,0,1
1,1,4.94,10,1,98.4,6.5,0,0
1,0,3.17,9,0,5.8,0.4,6,1
1,1,4.94,10,0,85.8,4.9,0,0
1,1,4.94,20,0,115.5,4.0,0,0
1,0,2.21,17,0,5.9,1.0,0,1
0,0,2.15,24,0,12.3,0.9,0,1
1,1,1.82,37,0,27.3,5.5,0,1
1,0,2.16,20,1,14.5,1.3,0,1
1,0,2.98,13,0,18.9,0.7,0,1
1,0,0.67,21,0,1.1,0.2,0,1
1,0,2.16,27,1,21.5,12.1,0,1
1,0,0.81,23,0,4.8,0.4,0,1
0,0,2.03,21,0,10.2,2.4,0,1
1,0,1.46,22,0,9.5,0.6,0,1
1,0,4.94,22,0,125.2,13.2,0,0
1,1,4.94,10,0,20.2,5.3,0,0
0,0,0.62,18,0,0.8,0.2,0,1
1,1,4.94,12,0,90.8,5.6,0,0
1,1,4.94,17,0,24.2,0.5,0,0
1,0,4.93,24,0,130.9,7.8,0,0
1,0,2.04,21,2,27.9,3.2,0,1
0,0,0.35,20,1,12.6,1.2,0,1
1,0,3.04,26,0,11.2,1.4,0,1
0,0,0.55,18,0,8.4,0.4,0,1
1,0,1.57,21,2,17.5,1.0,0,1
1,1,3.86,33,0,40.0,3.1,0,1
1,0,3.76,146,2,289.7,17.2,0,1
1,0,0.96,20,0,0.0,0.0,0,1
1,0,4.93,12,1,22.2,1.3,0,0
1,0,2.65,25,0,116.9,10.2,0,1
1,0,1.89,16,0,32.2,8.1,0,1
1,0,2.98,20,0,6.4,0.5,6,1
0,0,0.48,77,0,59.0,24.5,0,1
1,0,2.27,22,0,29.7,4.3,0,1
0,0,0.62,18,0,14.7,2.7,0,1
1,0,2.74,16,0,24.9,1.5,0,1
1,0,1.99,18,0,39.6,3.3,0,1
1,1,4.93,15,0,15.2,0.4,0,0
1,0,0.01,4,0,0.0,0.0,0,1
0,0,0.25,18,0,15.1,0.6,0,1
1,0,4.93,21,0,36.7,5.0,0,0
1,1,4.93,12,0,6.6,0.4,0,0
1,0,4.93,12,1,34.5,2.2,0,0
0,0,0.8,23,0,13.5,1.0,0,1
0,0,0.36,21,2,15.0,1.5,0,1
0,0,4.93,25,0,70.6,4.4,0,0
0,0,0.71,18,0,0.0,0.0,0,1
1,1,1.53,22,0,12.6,1.6,0,1
1,1,4.93,24,0,91.1,5.9,0,0
1,0,2.09,23,0,19.0,3.3,0,1
1,1,0.83,0,0,11.1,0.5,0,1
0,0,5.12,0,0,0.2,0.2,0,1
1,0,0.94,21,0,42.1,7.4,0,1
0,0,0.75,21,0,42.6,2.7,0,1
1,1,4.93,10,0,18.8,5.5,0,0
1,1,3.23,26,4,24.1,0.6,0,1
1,0,4.93,9,0,24.9,1.9,0,0
1,0,2.87,19,1,42.8,1.7,0,1
0,0,2.09,26,0,53.4,21.9,0,1
1,0,1.48,80,0,26.8,4.0,0,1
0,0,2.32,24,2,45.9,5.5,0,1
1,0,1.4,40,0,46.7,3.1,0,1
1,1,0.88,16,0,12.6,0.8,0,1
1,0,3.73,20,0,7.4,0.7,0,1
1,1,4.93,22,0,191.8,6.6,0,0
1,0,2.15,21,4,23.8,1.6,0,1
1,0,4.68,33,0,25.4,2.0,0,1
0,0,2.05,48,1,73.6,3.9,0,1
1,0,0.76,21,1,3.4,0.3,0,1
1,0,0.87,38,0,73.5,6.9,0,1
0,0,0.85,0,0,8.7,0.8,6,1
1,0,3.22,26,0,95.2,6.3,0,1
0,0,0.27,19,0,1.9,0.2,0,1
1,0,2.33,24,0,3.7,0.2,0,1
1,1,2.92,21,0,82.4,6.2,0,1
1,0,0.68,24,0,23.6,2.1,0,1
1,0,0.89,23,0,10.9,0.5,0,1
1,0,0.88,18,0,14.2,1.4,0,1
1,1,4.93,15,0,85.1,5.4,3,0
1,1,4.93,19,0,180.3,16.1,0,0
1,0,4.93,25,0,6.6,0.9,0,0
1,0,1.13,23,0,12.3,0.7,0,1
1,1,4.93,20,1,39.7,1.7,0,0
1,0,3.97,25,0,111.5,6.9,0,1
0,0,0.53,21,0,7.4,1.2,0,1
1,0,2.32,21,0,19.2,0.8,0,1
1,1,4.93,26,0,19.8,4.5,0,0
0,0,3.12,24,0,5.9,0.5,0,1
1,0,3.9,29,0,46.7,4.3,0,1
1,0,4.93,19,0,85.4,7.3,0,0
1,0,4.93,20,0,6.9,0.8,0,0
1,0,1.68,24,0,21.9,2.1,0,1
1,1,3.28,22,0,25.1,1.1,0,1
0,0,1.12,17,0,21.5,1.8,0,1
1,0,2.32,26,2,28.5,3.3,0,1
1,0,2.99,17,0,19.6,0.6,0,1
0,0,3.9,11,0,29.0,1.9,0,1
1,0,2.46,26,1,4.8,0.3,0,1
1,0,3.31,25,0,18.3,0.4,0,1
0,0,1.7,24,0,42.1,3.1,0,1
1,0,2.3,24,0,23.9,2.8,0,1
1,0,2.18,27,0,40.1,1.9,0,1
1,1,4.93,12,0,25.6,3.8,0,0
1,1,4.93,17,0,175.5,13.1,0,0
0,0,0.01,1,0,0.0,0.0,0,1
0,0,1.46,0,0,9.7,0.4,0,1
1,1,4.93,20,0,64.8,3.5,0,0
1,0,3.27,24,0,10.5,0.8,0,1
0,0,1.16,35,0,79.8,11.3,0,1
0,0,2.33,23,0,6.7,3.9,0,1
0,0,2.0,21,7,71.4,10.9,0,1
0,0,0.58,24,2,11.4,1.7,0,1
1,0,4.93,12,0,28.0,2.9,0,0
1,0,4.92,19,0,23.5,2.5,0,0
1,0,4.92,22,0,42.6,3.9,0,0
1,0,2.03,18,0,4.3,0.4,0,1
1,0,4.92,22,0,55.5,6.7,0,0
1,0,1.97,16,1,23.9,2.4,0,1
1,0,3.74,20,0,48.3,6.3,0,1
0,0,0.01,5,0,0.0,0.0,0,1
1,1,0.4,16,0,24.8,3.1,0,1
1,0,0.58,21,0,16.7,0.6,0,1
0,0,0.4,0,0,0.2,0.1,0,1
1,0,4.92,22,0,29.0,1.8,0,0
1,0,3.42,24,0,38.6,1.6,0,1
1,1,1.87,24,0,11.3,0.8,0,1
0,0,1.98,13,0,1.5,0.1,3,1
1,0,3.92,32,0,56.6,2.5,0,1
1,0,0.34,19,0,2.2,0.3,0,1
0,0,0.81,24,0,26.3,5.1,0,1
1,1,4.92,10,0,150.7,105.0,0,0
1,1,1.44,17,0,13.6,2.5,0,1
0,0,2.14,5,0,29.5,0.9,0,1
1,1,4.92,17,1,4.8,0.3,0,0
1,1,2.02,10,1,0.5,0.0,0,1
0,0,2.08,20,0,10.2,1.0,0,1
1,0,2.06,21,0,2.3,0.1,0,1
1,1,4.92,20,0,10.2,2.1,0,0
1,0,4.92,25,0,44.9,1.8,0,0
1,1,4.92,41,0,91.8,3.9,1,0
1,1,4.92,22,1,76.0,4.1,0,0
1,0,3.05,20,1,14.4,3.8,0,1
1,1,4.92,15,2,77.2,26.3,0,0
0,0,0.45,21,0,7.6,1.2,0,1
0,0,0.77,19,0,11.0,2.8,0,1
1,1,4.92,25,0,86.8,7.9,0,0
0,0,0.88,23,0,6.6,5.1,0,1
0,0,1.44,32,0,97.1,6.6,0,1
1,1,4.92,15,0,26.2,1.3,0,0
1,0,0.5,12,0,2.6,0.2,0,1
1,1,4.92,21,0,39.4,3.4,0,0
1,0,4.92,21,0,11.6,1.9,0,0
1,0,3.27,16,1,19.3,1.3,0,1
1,1,4.92,10,0,16.0,1.1,0,0
1,0,3.97,24,0,41.9,3.3,0,1
1,1,4.91,17,1,70.8,2.5,0,0
1,0,0.84,11,0,7.6,1.3,5,1
1,0,4.91,13,0,3.2,0.2,0,0
1,0,4.91,22,5,43.4,7.0,0,0
1,1,4.91,21,0,22.1,2.0,0,0
1,1,3.08,22,0,18.3,4.1,0,1
1,0,4.91,22,0,68.5,4.7,0,0
1,1,4.91,10,0,113.1,7.3,0,0
1,0,2.93,23,1,11.8,0.9,0,1
1,1,4.91,16,0,45.4,5.7,0,0
0,0,1.21,23,0,8.2,0.7,0,1
1,1,1.44,19,0,21.0,1.1,0,1
1,1,4.91,22,0,62.3,16.7,0,0
1,0,1.98,22,0,39.3,2.8,0,1
1,0,1.97,20,0,1.7,0.2,0,1
1,0,4.43,33,0,114.1,6.7,0,1
0,0,0.49,19,0,7.7,0.4,0,1
1,1,4.91,22,0,62.4,4.0,0,0
1,1,4.91,29,0,97.2,60.9,0,0
0,0,0.67,37,1,33.7,2.6,0,1
1,0,1.44,19,0,6.6,0.4,0,1
1,0,2.96,13,3,18.5,0.8,0,1
0,0,3.32,26,0,32.9,6.8,0,1
1,0,4.91,12,1,118.2,7.7,0,0
0,0,2.32,13,2,32.5,5.3,0,1
1,0,0.56,23,2,46.8,14.5,0,1
1,0,3.39,30,0,19.1,2.9,0,1
1,0,0.52,21,4,2.8,0.2,0,1
1,0,0.49,20,0,18.5,0.7,0,1
1,1,4.91,10,1,29.4,6.1,0,0
1,0,2.66,30,0,25.3,3.5,0,1
1,1,4.91,21,0,56.9,2.2,0,0
0,0,0.27,19,0,6.0,0.3,0,1
0,0,3.58,24,0,16.0,1.1,0,1
1,0,0.2,0,0,14.0,1.9,0,1
1,1,5.53,23,0,40.3,3.2,0,1
1,1,4.91,21,0,92.3,7.4,0,0
1,0,4.32,22,0,13.6,1.8,0,1
0,0,1.47,21,0,14.9,0.9,0,1
0,0,2.82,34,1,34.8,3.6,0,1
0,0,0.01,3,0,0.0,0.0,0,1
1,0,2.91,62,0,133.2,10.7,0,1
0,0,4.37,25,0,94.2,8.1,0,1
1,0,4.91,24,0,15.4,0.7,0,0
1,0,4.91,20,0,16.0,1.1,0,0
0,0,2.38,20,0,11.3,0.5,0,1
1,0,1.53,39,0,18.8,3.7,0,1
0,0,0.71,23,0,10.4,0.6,0,1
0,0,0.69,23,0,8.6,3.4,0,1
1,0,4.91,21,0,38.2,2.9,0,0
1,0,4.91,12,0,101.2,7.2,0,0
1,1,5.4,27,0,8.2,0.7,0,1
1,0,1.03,23,0,13.5,6.1,0,1
1,0,2.39,24,0,2.2,0.2,0,1
1,0,2.04,24,0,7.8,0.4,0,1
1,0,2.86,25,1,11.4,2.2,0,1
0,0,0.73,21,0,103.3,12.4,0,1
1,0,2.41,24,0,22.4,3.4,0,1
1,0,5.14,18,0,65.0,3.7,0,1
0,0,4.57,25,0,108.1,6.2,0,1
1,1,4.9,21,0,22.7,3.6,0,0
1,1,4.9,22,0,41.7,5.2,0,0
0,0,0.59,18,0,5.5,0.4,0,1
1,0,0.95,22,0,15.0,1.0,0,1
1,0,4.9,21,0,11.9,0.6,0,0
0,0,1.27,23,0,0.0,0.0,0,1
1,1,5.09,40,0,62.6,3.6,0,1
1,0,1.86,36,0,46.2,2.5,0,1
1,0,1.98,24,0,23.7,2.3,0,1
1,0,1.7,24,0,7.7,0.6,0,1
1,1,4.9,21,0,56.6,5.2,0,0
1,0,4.9,19,0,286.5,15.6,0,0
1,1,4.9,10,0,55.2,2.8,0,0
1,0,4.36,32,0,25.7,1.5,0,1
1,0,0.85,18,0,5.8,0.6,0,1
1,1,4.9,11,0,7.0,1.2,0,0
1,1,4.9,12,0,9.0,2.2,5,0
1,1,4.5,21,0,19.7,1.3,0,1
1,0,2.31,24,0,62.2,7.4,0,1
0,0,0.83,20,0,2.4,0.2,0,1
0,0,3.0,32,0,23.6,5.1,0,1
0,0,0.01,2,0,0.0,0.0,0,1
1,0,4.9,21,0,46.2,3.4,0,0
1,1,5.06,11,0,22.7,4.6,0,1
1,1,4.9,22,0,25.0,1.7,0,0
1,0,3.16,26,0,29.2,1.5,0,1
1,1,0.93,21,0,5.7,0.5,0,1
0,0,0.59,22,2,29.7,1.6,0,1
1,1,1.82,10,0,1.6,0.2,1,1
1,1,0.52,21,1,4.3,0.4,0,1
0,0,0.3,17,0,3.1,0.2,0,1
0,0,1.64,24,1,13.0,2.2,0,1
0,0,4.9,122,0,65.8,28.5,0,0
0,0,1.67,12,0,32.7,2.0,0,1
1,1,4.9,24,0,254.2,40.9,0,0
1,0,3.25,21,1,27.3,2.2,0,1
0,0,0.0,1,0,0.0,0.0,0,1
1,0,2.11,20,0,5.2,0.4,0,1
1,0,2.45,27,0,14.5,2.4,0,1
1,0,4.9,24,0,59.1,3.7,0,0
0,0,0.58,47,0,7.0,0.3,0,1
1,0,1.49,25,0,3.5,0.4,0,1
1,0,0.54,0,0,1.7,0.1,0,1
1,0,2.9,21,0,4.5,0.4,0,1
1,0,2.2,20,0,7.5,0.6,0,1
1,0,3.73,17,0,87.9,9.7,0,1
1,0,2.7,11,0,0.0,0.0,0,1
1,1,4.89,10,0,46.8,3.9,0,0
1,1,1.87,20,0,0.4,0.0,0,1
1,0,3.48,24,0,27.6,2.0,0,1
1,1,4.89,12,1,45.1,4.2,0,0
1,1,5.63,11,0,4.7,0.2,0,1
1,0,2.05,24,0,0.0,0.0,0,1
1,0,1.93,18,0,0.9,0.1,0,1
1,0,4.89,17,0,4.4,1.6,0,0
1,0,4.16,33,0,41.8,3.6,0,1
1,0,2.87,11,0,0.0,0.0,0,1
1,1,4.89,15,0,41.2,1.8,0,0
1,0,3.93,22,0,2.1,0.1,0,1
1,0,0.63,21,0,9.3,0.6,0,1
0,0,4.62,141,0,102.8,24.5,0,1
1,0,5.25,23,0,56.8,4.3,0,1
0,0,1.69,28,0,19.1,2.7,0,1
1,1,4.89,17,0,17.5,1.2,0,0
1,1,5.37,11,0,111.8,6.8,0,1
1,0,2.25,19,5,49.0,5.3,0,1
1,1,4.89,17,1,138.7,13.6,0,0
0,0,4.01,12,0,0.0,0.0,0,1
1,0,1.75,24,0,0.4,0.0,0,1
1,1,4.89,22,1,79.8,7.0,0,0
1,0,0.02,5,0,0.0,0.0,0,1
1,1,4.89,19,1,69.6,4.7,0,0
1,0,4.89,21,0,43.6,3.5,0,0
0,0,0.15,0,0,0.3,0.1,0,1
1,0,2.44,18,0,8.4,0.5,0,1
1,0,2.11,10,0,13.5,0.6,0,1
0,0,0.02,4,0,0.0,0.0,0,1
1,0,0.73,22,0,16.0,1.2,0,1
0,0,1.51,23,0,12.4,1.1,0,1
0,0,0.9,21,0,14.0,1.2,0,1
0,0,0.5,20,0,10.7,1.0,0,1
1,0,1.47,21,0,0.8,0.1,0,1
1,0,4.89,12,0,82.6,5.0,0,0
0,0,1.91,40,0,2.0,0.9,0,1
0,0,0.57,18,0,13.1,0.8,0,1
1,0,4.89,20,0,22.0,1.9,0,0
1,0,4.89,22,4,7.3,2.0,0,0
1,1,4.89,10,0,31.5,3.7,0,0
1,0,4.46,21,0,117.5,6.7,0,1
1,0,4.89,21,1,66.5,11.0,0,0
1,0,4.89,22,0,51.7,5.8,0,0
1,0,0.65,22,0,4.5,0.7,0,1
1,0,3.12,18,0,8.3,0.3,0,1
1,0,1.98,21,0,18.5,8.6,0,1
1,0,5.16,5,0,0.0,0.0,0,1
1,1,4.17,13,0,67.9,6.1,0,1
1,0,1.16,0,0,24.2,2.9,0,1
1,0,1.98,24,1,2.2,0.2,0,1
1,1,4.54,28,0,110.4,28.3,0,1
1,0,4.89,18,0,34.7,4.2,1,0
1,0,2.33,26,0,43.8,1.6,0,1
0,0,0.01,11,0,0.0,0.0,0,1
0,0,1.02,15,0,9.3,0.6,0,1
1,1,5.29,10,0,91.3,3.0,0,1
0,0,2.01,24,2,0.5,0.1,0,1
1,1,4.88,20,0,33.9,2.4,0,0
0,0,1.08,15,0,8.6,1.1,0,1
0,0,1.98,21,0,30.7,1.3,0,1
1,0,2.49,26,0,9.7,0.7,0,1
1,1,4.88,31,0,141.3,11.9,0,0
0,0,1.98,22,0,5.2,0.3,0,1
1,1,4.88,24,0,56.7,2.9,0,0
1,0,2.12,20,0,4.5,0.8,0,1
0,0,4.88,24,0,28.3,2.6,0,0
1,0,0.79,50,0,69.5,144.3,0,1
0,0,1.17,14,0,35.3,4.1,0,1
0,0,2.77,34,1,33.7,5.8,0,1
1,0,0.78,14,0,0.0,0.0,0,1
1,1,4.88,19,0,132.8,14.7,0,0
1,1,4.88,24,3,45.9,28.6,0,0
0,0,3.14,39,0,13.3,0.6,0,1
1,0,2.48,11,0,37.4,1.4,0,1
0,0,1.98,24,0,16.6,1.6,0,1
0,0,0.69,20,0,39.7,20.2,0,1
0,0,0.48,0,1,1084.5,159.3,5,1
0,0,2.85,35,0,18.0,1.6,0,1
1,0,1.54,40,1,75.3,9.5,0,1
1,1,4.88,21,0,32.2,2.6,0,0
1,0,3.02,21,0,18.2,4.4,0,1
0,0,0.56,0,0,71.0,9.6,3,1
1,1,4.88,13,0,43.5,3.9,1,0
1,0,3.39,16,1,88.3,4.8,0,1
0,0,1.14,0,1,28.3,1.1,1,1
1,0,4.88,13,0,29.6,1.6,0,0
1,0,0.62,0,0,10.3,1.9,0,1
0,0,0.56,18,0,2.5,0.2,0,1
1,1,0.3,15,0,14.9,2.1,0,1
1,1,5.14,5,0,4.0,0.2,0,1
0,0,2.3,26,2,33.1,1.6,0,1
1,1,4.88,12,0,29.3,3.7,0,0
1,0,2.1,5,0,7.7,0.5,0,1
1,1,4.88,24,0,47.5,2.3,0,0
0,0,2.0,24,0,43.5,2.3,0,1
1,0,3.36,19,0,98.4,3.9,0,1
1,1,2.98,17,0,19.7,2.7,0,1
0,0,0.29,16,0,11.6,1.1,0,1
1,0,2.5,26,1,60.3,3.6,0,1
1,1,4.88,10,0,97.8,4.0,0,0
1,1,4.88,15,1,262.1,18.5,0,0
0,0,3.51,27,0,12.8,0.9,0,1
1,1,4.88,15,0,43.3,16.9,0,0
1,0,3.97,17,0,29.2,2.1,0,1
1,0,5.24,19,0,23.1,1.3,0,1
0,0,1.21,36,1,27.6,3.9,0,1
